sample_id,label
1061,1
1062,1
1063,1
1064,0
1065,0
1066,0
1067,0
1068,1
1069,1
1070,1
1071,0
1072,0
1073,1
1074,1
1075,0
1076,1
1077,0
1078,0
1079,0
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,0
1088,0
1089,1
1090,0
1091,0
1092,1
1093,1
1094,0
1095,1
1096,0
1097,0
1098,0
1099,0
1100,1
1101,1
1102,0
1103,1
1104,0
1105,1
1106,1
1107,0
1108,1
1109,0
1110,0
1111,1
1112,0
1113,1
1114,1
1115,1
1116,1
1117,1
1118,0
1119,0
1120,0
1121,0
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,0
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,1
1140,1
1141,0
1142,0
1143,1
1144,0
1145,1
1146,1
1147,0
1148,1
1149,1
1150,0
1151,1
1152,0
1153,0
1154,0
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,0
1162,0
1163,0
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,0
1171,1
1172,1
1173,0
1174,0
1175,1
1176,0
1177,1
1178,0
1179,0
1180,1
1181,1
1182,1
1183,1
1184,0
1185,1
1186,1
1187,0
1188,0
1189,0
1190,1
1191,0
1192,1
1193,0
1194,1
1195,0
1196,1
1197,1
1198,1
1199,0
1200,0
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,0
1208,0
1209,0
1210,1
1211,0
1212,0
1213,1
1214,1
1215,1
1216,0
1217,0
1218,1
1219,0
1220,1
1221,1
1222,1
1223,1
1224,0
1225,0
1226,1
1227,0
1228,1
1229,1
1230,1
1231,1
1232,1
1233,0
1234,0
1235,0
1236,0
1237,1
1238,0
1239,0
1240,0
1241,0
1242,1
1243,1
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,1
1251,0
1252,0
1253,1
1254,1
1255,0
1256,1
1257,0
1258,0
1259,1
1260,1
1261,1
1262,0
1263,1
1264,0
1265,1
1266,0
1267,0
1268,1
1269,1
1270,1
1271,1
1272,1
1273,0
1274,0
1275,0
1276,0
1277,1
1278,0
1279,1
1280,1
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,0
1288,0
1289,0
1290,0
1291,0
1292,1
1293,1
1294,1
1295,0
1296,1
1297,0
1298,1
1299,1
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,0
1315,1
1316,1
1317,1
1318,0
1319,1
1320,0
1321,1
1322,1
1323,0
1324,1
1325,0
1326,0
1327,0
1328,1
1329,1
1330,0
1331,1
1332,1
1333,0
1334,0
1335,1
1336,0
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,0
1345,0
1346,0
1347,0
1348,1
1349,0
1350,1
1351,0
1352,0
1353,0
1354,0
1355,1
1356,1
1357,0
1358,0
1359,1
1360,1
1361,0
1362,1
1363,1
1364,1
1365,0
1366,1
1367,0
1368,0
1369,1
1370,1
1371,0
1372,1
1373,0
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,0
1382,1
1383,0
1384,1
1385,1
1386,0
1387,1
1388,1
1389,0
1390,1
1391,1
1392,1
1393,0
1394,1
1395,0
1396,0
1397,0
1398,0
1399,0
1400,1
1401,1
1402,1
1403,0
1404,0
1405,0
1406,1
1407,1
1408,1
1409,1
1410,0
1411,0
1412,0
1413,1
1414,0
1415,1
1416,0
1417,1
1418,0
1419,0
1420,0
1421,1
1422,0
1423,0
1424,1
1425,0
1426,1
1427,1
1428,1
1429,1
1430,1
1431,0
1432,1
1433,0
1434,1
1435,1
1436,0
1437,1
1438,0
1439,0
1440,1
1441,1
1442,1
1443,1
1444,0
1445,0
1446,0
1447,1
1448,1
1449,0
1450,1
1451,0
1452,1
1453,0
1454,1
1455,1
1456,1
1457,0
1458,1
1459,0
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,0
1467,1
1468,0
1469,0
1470,1
1471,0
1472,0
1473,1
1474,0
1475,0
1476,1
1477,0
1478,1
1479,0
1480,1
1481,0
1482,1
1483,0
1484,1
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,1
1492,0
1493,1
1494,1
1495,0
1496,0
1497,1
1498,0
1499,0
1500,1
1501,1
1502,0
1503,0
1504,1
1505,1
1506,0
1507,0
1508,1
1509,1
1510,0
1511,1
1512,1
1513,1
1514,1
1515,0
1516,0
1517,1
1518,1
1519,1
1520,0
1521,1
1522,0
1523,1
1524,1
1525,1
1526,0
1527,1
1528,0
1529,0
1530,1
1531,1
1532,1
1533,0
1534,0
1535,1
1536,0
1537,1
1538,1
1539,1
1540,0
1541,0
1542,1
1543,1
1544,1
1545,0
1546,1
1547,0
1548,0
1549,1
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,1
1558,1
1559,0
1560,0
1561,0
1562,0
1563,1
1564,0
1565,1
1566,0
1567,0
1568,1
1569,1
1570,0
1571,0
1572,0
1573,1
1574,1
1575,0
1576,0
1577,1
1578,1
1579,1
1580,0
1581,1
1582,0
1583,0
1584,1
1585,0
1586,1
1587,0
1588,0
1589,0
1590,0
1591,1
1592,0
1593,1
1594,0
1595,1
1596,0
1597,0
1598,1
1599,0
1600,1
1601,1
1602,1
1603,0
1604,1
1605,1
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,1
1615,1
1616,0
1617,0
1618,1
1619,0
1620,0
1621,0
1622,1
1623,0
1624,1
1625,1
1626,0
1627,0
1628,0
1629,1
1630,0
1631,1
1632,0
1633,0
1634,1
1635,0
1636,1
1637,0
1638,0
1639,1
1640,0
1641,1
1642,1
1643,1
1644,1
1645,1
1646,0
1647,0
1648,0
1649,0
1650,1
1651,0
1652,1
1653,0
1654,0
1655,1
1656,1
1657,1
1658,0
1659,0
1660,1
1661,1
1662,0
1663,0
1664,1
1665,0
1666,0
1667,1
1668,0
1669,1
1670,1
1671,1
1672,0
1673,1
1674,1
1675,0
1676,1
1677,0
1678,0
1679,0
1680,1
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,1
1688,0
1689,1
1690,1
1691,0
1692,1
1693,0
1694,0
1695,0
1696,0
1697,1
1698,0
1699,0
1700,1
1701,1
1702,1
1703,1
1704,1
1705,0
1706,0
1707,0
1708,1
1709,1
1710,0
1711,0
1712,1
1713,1
1714,1
1715,0
1716,1
1717,0
1718,0
1719,1
1720,0
1721,1
1722,1
1723,0
1724,0
1725,1
1726,0
1727,1
1728,0
1729,1
1730,0
1731,1
1732,1
1733,1
1734,0
1735,1
1736,1
1737,1
1738,1
1739,0
1740,1
1741,0
1742,0
1743,1
1744,0
1745,1
1746,1
1747,0
1748,1
1749,0
1750,0
1751,1
1752,0
1753,1
1754,1
1755,0
1756,0
1757,1
1758,1
1759,0
1760,1
1761,1
1762,1
1763,1
1764,0
1765,1
1766,0
1767,1
1768,0
1769,0
1770,1
1771,0
1772,0
1773,1
1774,1
1775,1
1776,0
1777,0
1778,0
1779,0
1780,0
1781,1
1782,1
1783,1
1784,1
1785,1
1786,0
1787,0
1788,1
1789,0
1790,0
1791,1
1792,0
1793,0
1794,0
1795,1
1796,1
1797,1
1798,0
1799,0
1800,1
1801,1
1802,1
1803,0
1804,1
1805,1
1806,0
1807,1
1808,0
1809,0
1810,0
1811,1
1812,1
1813,0
1814,1
1815,0
1816,1
1817,0
1818,1
1819,0
1820,1
1821,0
1822,1
1823,1
1824,0
1825,1
1826,0
1827,0
1828,1
1829,1
1830,1
1831,1
1832,0
1833,0
1834,1
1835,0
1836,0
1837,0
1838,1
1839,1
1840,1
1841,0
1842,0
1843,0
1844,1
1845,0
1846,1
1847,1
1848,0
1849,1
1850,1
1851,1
1852,1
1853,1
1854,0
1855,1
1856,1
1857,0
1858,1
1859,0
1860,1
1861,1
1862,1
1863,0
1864,1
1865,0
1866,1
1867,0
1868,1
1869,1
1870,0
1871,0
1872,1
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,1
1880,0
1881,1
1882,0
1883,1
1884,0
1885,1
1886,0
1887,0
1888,0
1889,1
1890,0
1891,1
1892,0
1893,1
1894,1
1895,1
1896,0
1897,0
1898,0
1899,1
1900,1
1901,1
1902,0
1903,0
1904,0
1905,1
1906,0
1907,1
1908,1
1909,1
1910,1
1911,1
1912,1
1913,0
1914,0
1915,0
1916,1
1917,1
1918,1
1919,1
1920,1
1921,1
1922,0
1923,0
1924,1
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,0
1932,1
1933,1
1934,1
1935,0
1936,0
1937,0
1938,0
1939,1
1940,1
1941,0
1942,0
1943,0
1944,1
1945,0
1946,1
1947,1
1948,1
1949,1
1950,1
1951,0
1952,1
1953,1
1954,0
1955,1
1956,0
1957,0
1958,0
1959,1
1960,1
1961,0
1962,0
1963,0
1964,0
1965,1
1966,0
1967,0
1968,0
1969,1
1970,1
1971,1
1972,0
1973,1
1974,0
1975,0
1976,0
1977,0
1978,1
1979,0
1980,0
1981,1
1982,0
1983,0
1984,1
1985,1
1986,0
1987,1
1988,0
1989,1
1990,1
1991,0
1992,0
1993,1
1994,1
1995,0
1996,1
1997,1
1998,1
1999,0
2000,0
2001,0
2002,0
2003,0
2004,1
2005,1
2006,1
2007,0
2008,0
2009,0
2010,0
2011,1
2012,0
2013,1
2014,1
2015,0
2016,1
2017,0
2018,1
2019,1
2020,1
2021,1
2022,1
2023,0
2024,0
2025,1
2026,0
2027,0
2028,0
2029,0
2030,1
2031,0
2032,0
2033,1
2034,1
2035,1
2036,1
2037,1
2038,0
2039,0
2040,0
2041,0
2042,1
2043,1
2044,1
2045,0
2046,1
2047,0
2048,0
2049,0
2050,1
2051,1
2052,1
2053,1
2054,1
2055,0
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,0
2067,0
2068,0
2069,1
2070,0
2071,1
2072,1
2073,1
2074,0
2075,0
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,0
2090,0
2091,1
2092,0
2093,0
2094,0
2095,0
2096,1
2097,0
2098,1
2099,1
2100,0
2101,0
2102,0
2103,0
2104,1
2105,1
2106,0
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,0
2115,1
2116,0
2117,1
2118,1
2119,0
2120,0
2121,1
2122,0
2123,0
2124,1
2125,0
2126,1
2127,1
2128,1
2129,0
2130,0
2131,1
2132,1
2133,0
2134,1
2135,0
2136,1
2137,0
2138,1
2139,0
2140,1
2141,0
2142,1
2143,1
2144,1
2145,1
2146,0
2147,1
2148,1
2149,0
2150,1
2151,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,0
2158,0
2159,1
2160,1
2161,0
2162,0
2163,1
2164,0
2165,1
2166,0
2167,0
2168,0
2169,1
2170,1
2171,0
2172,0
2173,1
2174,0
2175,1
2176,0
2177,0
2178,0
2179,0
2180,1
2181,1
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,1
2191,0
2192,0
2193,0
2194,0
2195,1
2196,1
2197,0
2198,1
2199,0
2200,0
2201,0
2202,0
2203,1
2204,0
2205,1
2206,1
2207,1
2208,0
2209,1
2210,0
2211,0
2212,1
2213,0
2214,0
2215,1
2216,0
2217,1
2218,1
2219,0
2220,0
2221,1
2222,1
2223,0
2224,1
2225,1
2226,0
2227,1
2228,1
2229,0
2230,0
2231,1
2232,1
2233,1
2234,0
2235,1
2236,0
2237,1
2238,0
2239,1
2240,1
2241,1
2242,0
2243,0
2244,1
2245,0
2246,1
2247,0
2248,1
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,1
2257,1
2258,0
2259,0
2260,1
2261,1
2262,1
2263,1
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,1
2272,0
2273,0
2274,1
2275,1
2276,0
2277,1
2278,0
2279,0
2280,1
2281,0
2282,0
2283,1
2284,0
2285,1
2286,1
2287,0
2288,0
2289,0
2290,0
2291,0
2292,1
2293,0
2294,1
2295,1
2296,1
2297,1
2298,0
2299,1
2300,0
2301,0
2302,1
2303,1
2304,1
2305,1
2306,1
2307,1
2308,0
2309,0
2310,1
2311,1
2312,0
2313,1
2314,0
2315,1
2316,1
2317,1
2318,1
2319,0
2320,1
2321,0
2322,0
2323,1
2324,1
2325,1
2326,0
2327,1
2328,0
2329,1
2330,0
2331,1
2332,0
2333,0
2334,1
2335,1
2336,0
2337,1
2338,0
2339,0
2340,0
2341,0
2342,1
2343,0
2344,1
2345,0
2346,1
2347,1
2348,1
2349,1
2350,0
2351,0
2352,1
2353,1
2354,1
2355,1
2356,0
2357,0
2358,1
2359,1
2360,0
2361,1
2362,1
2363,0
2364,1
2365,0
2366,1
2367,1
2368,1
2369,1
2370,0
2371,1
2372,0
2373,1
2374,1
2375,1
2376,1
2377,0
2378,1
2379,1
2380,1
2381,1
2382,0
2383,1
2384,0
2385,0
2386,1
2387,0
2388,0
2389,1
2390,1
2391,1
2392,0
2393,0
2394,1
2395,0
2396,1
2397,1
2398,1
2399,1
2400,0
2401,0
2402,1
2403,1
2404,0
2405,0
2406,0
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2413,0
2414,1
2415,1
2416,0
2417,1
2418,1
2419,0
2420,1
2421,1
2422,1
2423,0
2424,0
2425,1
2426,1
2427,0
2428,0
2429,0
2430,1
2431,1
2432,0
2433,1
2434,1
2435,1
2436,0
2437,1
2438,1
2439,0
2440,0
2441,1
2442,0
2443,1
2444,1
2445,0
2446,1
2447,0
2448,0
2449,0
2450,0
2451,1
2452,1
2453,1
2454,0
2455,0
2456,1
2457,0
2458,0
2459,1
2460,1
2461,0
2462,0
2463,1
2464,1
2465,1
2466,1
2467,1
2468,1
2469,0
2470,1
2471,1
2472,0
2473,1
2474,0
2475,0
2476,1
2477,0
2478,0
2479,0
2480,0
2481,1
2482,1
2483,1
2484,1
2485,0
2486,0
2487,1
2488,0
2489,1
2490,1
2491,1
2492,1
2493,1
2494,0
2495,0
2496,1
2497,0
2498,0
2499,1
2500,0
2501,0
2502,1
2503,0
2504,0
2505,1
2506,0
2507,0
2508,1
2509,0
2510,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,0
2517,0
2518,0
2519,1
2520,1
2521,1
2522,1
2523,1
2524,0
2525,1
2526,0
2527,1
2528,0
2529,1
2530,0
2531,1
2532,0
2533,0
2534,1
2535,1
2536,0
2537,1
2538,1
2539,0
2540,0
2541,0
2542,1
2543,1
2544,1
2545,1
2546,1
2547,1
2548,0
2549,0
2550,1
2551,0
2552,1
2553,1
2554,0
2555,1
2556,1
2557,0
2558,0
2559,1
2560,1
2561,0
2562,1
2563,1
2564,0
2565,0
2566,0
2567,0
2568,0
2569,1
2570,1
2571,1
2572,1
2573,1
2574,0
2575,0
2576,1
2577,0
2578,1
2579,1
2580,0
2581,0
2582,0
2583,0
2584,1
2585,1
2586,0
2587,1
2588,0
2589,1
2590,0
2591,0
2592,1
2593,0
2594,1
2595,1
2596,1
2597,0
2598,0
2599,1
2600,1
2601,0
2602,0
2603,1
2604,1
2605,0
2606,1
2607,1
2608,0
2609,0
2610,1
2611,1
2612,1
2613,1
2614,0
2615,1
2616,0
2617,0
2618,1
2619,1
2620,1
2621,0
2622,0
2623,0
2624,0
2625,1
2626,0
2627,0
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,1
2635,1
2636,0
2637,0
2638,0
2639,1
2640,0
2641,0
2642,1
2643,0
2644,1
2645,1
2646,1
2647,0
2648,1
2649,1
2650,0
2651,0
2652,1
2653,0
2654,1
2655,0
2656,1
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,0
2665,0
2666,0
2667,1
2668,0
2669,1
2670,0
2671,1
2672,1
2673,1
2674,0
2675,1
2676,0
2677,1
2678,0
2679,1
2680,1
2681,0
2682,1
2683,0
2684,1
2685,1
2686,1
2687,1
2688,1
2689,0
2690,1
2691,1
2692,0
2693,1
2694,1
2695,0
2696,1
2697,1
2698,0
2699,0
2700,1
2701,1
2702,1
2703,0
2704,0
2705,1
2706,1
2707,0
2708,1
2709,0
2710,1
2711,0
2712,1
2713,0
2714,0
2715,0
2716,0
2717,0
2718,1
2719,0
2720,0
2721,1
2722,0
2723,0
2724,0
2725,1
2726,0
2727,0
2728,1
2729,1
2730,0
2731,1
2732,1
2733,0
2734,1
2735,0
2736,0
2737,1
2738,0
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,1
2750,0
2751,0
2752,0
2753,1
2754,1
2755,0
2756,0
2757,1
2758,0
2759,1
2760,0
2761,0
2762,1
2763,1
2764,0
2765,1
2766,0
2767,1
2768,1
2769,1
2770,1
2771,0
2772,1
2773,0
2774,1
2775,1
2776,1
2777,0
2778,0
2779,0
2780,1
2781,1
2782,1
2783,0
2784,0
2785,1
2786,0
2787,1
2788,0
2789,0
2790,1
2791,0
2792,0
2793,1
2794,1
2795,1
2796,0
2797,1
2798,0
2799,0
2800,1
2801,0
2802,1
2803,1
2804,0
2805,1
2806,0
2807,1
2808,1
2809,0
2810,1
2811,0
2812,0
2813,1
2814,0
2815,1
2816,1
2817,0
2818,0
2819,1
2820,0
2821,0
2822,1
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,0
2834,0
2835,1
2836,1
2837,0
2838,0
2839,0
2840,1
2841,0
2842,1
2843,1
2844,1
2845,0
2846,0
2847,0
2848,1
2849,0
2850,1
2851,1
2852,1
2853,1
2854,1
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,1
2862,0
2863,1
2864,1
2865,0
2866,0
2867,0
2868,0
2869,1
2870,1
2871,1
2872,1
2873,1
2874,0
2875,0
2876,0
2877,0
2878,1
2879,0
2880,1
2881,1
2882,1
2883,0
2884,0
2885,0
2886,1
2887,1
2888,1
2889,0
2890,1
2891,0
2892,0
2893,0
2894,0
2895,1
2896,1
2897,0
2898,1
2899,0
2900,1
2901,1
2902,0
2903,1
2904,1
2905,0
2906,1
2907,1
2908,1
2909,0
2910,1
2911,1
2912,0
2913,1
2914,0
2915,0
2916,1
2917,0
2918,1
2919,0
2920,0
2921,1
2922,0
2923,0
2924,0
2925,1
2926,0
2927,1
2928,1
2929,0
2930,0
2931,0
2932,0
2933,0
2934,1
2935,0
2936,0
2937,1
2938,1
2939,0
2940,0
2941,1
2942,1
2943,1
2944,0
2945,1
2946,0
2947,1
2948,0
2949,1
2950,0
2951,0
2952,1
2953,0
2954,0
2955,0
2956,0
2957,0
2958,1
2959,1
2960,0
2961,1
2962,1
2963,0
2964,1
2965,1
2966,0
2967,1
2968,1
2969,0
2970,0
2971,0
2972,0
2973,1
2974,0
2975,0
2976,1
2977,0
2978,1
2979,0
2980,0
2981,0
2982,1
2983,1
2984,1
2985,1
2986,1
2987,0
2988,1
2989,0
2990,0
2991,0
2992,0
2993,0
2994,1
2995,0
2996,1
